titulo,Ano lançamento,Descrição,Nota,Diretor,Votos,Genero
147,Star Trek: Strange New Worlds,2022,"
A prequel to Star Trek: The Original Series, the show will follow the crew of the USS Enterprise under Captain Christopher Pike.",8.2,,"32,186","
Action, Adventure, Sci-Fi            "
148,The Orville,2017,"
Set 400 years in the future, finds the crew of the U.S.S. Orville continuing their mission of exploration, as they navigate both the mysteries of the universe and the complexities of their own interpersonal relationships.",8.0,,"89,132","
Adventure, Comedy, Drama            "
149,Minha Academia de Heróis,2016,"
A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.",8.4,,"64,411","
Animation, Action, Adventure            "
150,Westworld,2016,"
At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.",8.5,,"508,244","
Drama, Mystery, Sci-Fi            "
151,Mad Max: Estrada da Fúria,2015,"
In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",8.1,George Miller ,"1,007,631","
Action, Adventure, Sci-Fi            "
152,The Umbrella Academy,2019,"
A family of former child heroes, now grown apart, must reunite to continue to protect the world.",7.9,,"251,325","
Action, Adventure, Comedy            "
153,The Expanse,2015,"
In the 24th century, a group of humans untangle a vast plot which threatens the Solar System's fragile state of detente.",8.5,,"155,786","
Drama, Mystery, Sci-Fi            "
154,Pessoa de Interesse,2011,"
An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes, including the civilians' roles, are left a mystery.",8.5,,"178,187","
Action, Crime, Drama            "
155,Os 100,2014,"
Set 97 years after a nuclear war destroyed civilization, when a spaceship housing humanity's lone survivors sends 100 juvenile delinquents back to Earth, hoping to repopulate the planet.",7.6,,"254,411","
Drama, Mystery, Sci-Fi            "
156,Tenet,2020,"
Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",7.3,Christopher Nolan ,"510,883","
Action, Sci-Fi, Thriller            "
157,Smallville: As Aventuras do Superboy,2001,"
A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas.",7.5,,"129,822","
Action, Adventure, Drama            "
158,Loki,2021,"
The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”",8.2,,"321,037","
Action, Adventure, Fantasy            "
159,Departamento de Conspirações,2021,"
For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.",7.7,,"22,242","
Animation, Comedy, Fantasy            "
160,Crimes do Futuro,2022,"
Humans adapt to a synthetic environment, with new transformations and mutations. With his partner Caprice, Saul Tenser, celebrity performance artist, publicly showcases the metamorphosis of his organs in avant-garde performances.",5.9,David Cronenberg ,"30,090","
Drama, Horror, Sci-Fi            "
161,Foundation,2021,"
A complex saga of humans scattered on planets throughout the galaxy all living under the rule of the Galactic Empire.",7.4,,"61,061","
Drama, Sci-Fi            "
162,Star Trek: Discovery,2017,"
Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.",7.0,,"124,298","
Action, Adventure, Drama            "
163,Halo,2022,"
Aliens threaten human existence in an epic 26th-century showdown.",7.1,,"62,549","
Action, Adventure, Sci-Fi            "
164,Duna: Parte Dois,2023,"
A boy becomes the Messiah of nomads on a desert planet that has giant worms that protect a commodity called Spice. Spice changes people into travelers, mystics and madmen. What price will he pay to become the new ruler of their universe?",,Denis Villeneuve ,,"
Action, Adventure, Drama            "
165,Arqueiro,2012,"
Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",7.5,,"433,392","
Action, Adventure, Crime            "
166,O Grande Truque,2006,"
After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",8.5,Christopher Nolan ,"1,337,975","
Drama, Mystery, Sci-Fi            "
167,O Predador: A Caçada,2022,"
Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",7.2,Dan Trachtenberg ,"195,178","
Action, Adventure, Drama            "
168,O Lagosta,2015,"
In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",7.1,Yorgos Lanthimos ,"260,672","
Drama, Romance, Sci-Fi            "
169,O Esquadrão Suicida,2021,"
Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",7.2,James Gunn ,"355,877","
Action, Adventure, Comedy            "
170,"Love, Death & Robots",2019,"
A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",8.4,,"171,835","
Animation, Short, Action            "
171,Avatar 3,2024,"
Sequel of Avatar: O Caminho da Água (2022). The plot is unknown.",,James Cameron ,,"
Action, Adventure, Fantasy            "
172,Star Trek: Picard,2020,"
Follow-up series to Jornada nas Estrelas: A Nova Geração (1987) and Jornada Nas Estrelas: Nêmesis (2002) that centers on Jean-Luc Picard in the next chapter of his life.",7.3,,"72,634","
Action, Adventure, Drama            "
173,Mulher Nota 1000,1985,"
Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.",6.6,John Hughes ,"91,034","
Comedy, Romance, Sci-Fi            "
174,O Quinto Elemento,1997,"
In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",7.6,Luc Besson ,"477,885","
Action, Adventure, Sci-Fi            "
175,Guardiões da Galáxia,2014,"
A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.",8.0,James Gunn ,"1,184,903","
Action, Adventure, Comedy            "
176,Rogue One: Uma História Star Wars,2016,"
In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",7.8,Gareth Edwards ,"643,788","
Action, Adventure, Sci-Fi            "
177,Star Wars: A Guerra dos Clones,2008,"
Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",8.4,,"99,686","
Animation, Action, Adventure            "
178,Jogos Vorazes,2012,"
Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.",7.2,Gary Ross ,"923,669","
Action, Adventure, Sci-Fi            "
179,Doutor Estranho no Multiverso da Loucura,2022,"
Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.",6.9,Sam Raimi ,"419,815","
Action, Adventure, Fantasy            "
180,Guardiões da Galáxia Vol. 3,2023,"
Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",,James Gunn ,,"
Action, Adventure, Comedy            "
181,Transformers: O Despertar das Feras,2023,"
Plot unknown. Reportedly based on the 'Transformers' spinoff 'Beast Wars' which feature robots that transform into robotic animals.",,Steven Caple Jr. ,,"
Action, Adventure, Sci-Fi            "
182,Infinity Pool,2023,"
James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.",,Brandon Cronenberg ,,"
Horror, Mystery, Sci-Fi            "
183,Matrix,1999,"
When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",8.7,"Lana Wachowski, Lilly Wachowski ","1,918,498","
Action, Sci-Fi            "
184,Esposa,2022,"
When artificial human Meredith is assigned as a companion to grieving widower William, she is designed to behave like his late wife. But in the fight to end AI exploitation, an organization attempts to sabotage her programming.",4.9,James Bird ,"1,224","
Sci-Fi, Thriller            "
185,See,2019,"
Far in a dystopian future, the human race has lost the sense of sight, and society has had to find new ways to interact, build, hunt, and to survive. All of that is challenged when a set of twins are born with sight.",7.6,,"86,497","
Action, Drama, Sci-Fi            "
186,Obi-Wan Kenobi,2022,"
Jedi Master Obi-Wan Kenobi has to save young Leia after she is kidnapped, all the while being pursued by Imperial Inquisitors and his former Padawan, now known as Darth Vader.",7.1,,"196,276","
Action, Adventure, Sci-Fi            "
187,Arcane,2021,"
Set in utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League champions-and the power that will tear them apart.",9.0,,"211,062","
Animation, Action, Adventure            "
188,Não Olhe para Cima,2021,"
Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.",7.2,Adam McKay ,"540,862","
Comedy, Drama, Sci-Fi            "
